0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
9.613356216418742,5.404428100721562,6.494057878347418,0.7975071958838931,6.649938757836101,4.057057977436085,4.874433672915865,5.31080408201688,3.6399255265360075,4.6966548761102525,4.871924798756877,5.472274875343321,2.4826541147348546,6.331332796459055,6.029682353672384,4.635592692799338,7.374168093964039,6.595683514721518,7.812429196190003,6.385952964502516,6.147399348728742,6.002399541535672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.614720491697264,5.1689942495545464,6.477169266579803,0.8046885552932042,6.681151999705169,3.8328282714565827,4.835487941050313,5.33282506781127,3.652371059297385,5.121419077218303,4.825253058198965,5.497504234409595,4.293181759671772,5.13140645345352,5.9112003565755975,4.451179493362188,7.526447734968994,6.504532155746614,7.650477077851657,6.154263437413068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.608247456713686,5.1209893213965545,6.480959787152025,1.9821043087908525,6.672383516915106,3.7874570174749356,4.835487941050313,5.340207590308223,3.630110921198293,5.016027397210642,4.924452664509711,5.661118506966696,3.6678090234945793,5.4965450803590405,5.967243573278562,5.608430960664299,7.499522898248819,5.949368303577178,7.43698019288599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.61074958723741,5.1532222279301205,6.501636457249774,0.8153648132842911,6.660609720304858,3.8930440388303698,4.835487941050313,5.351791780563864,4.293796333279451,5.07526131140592,4.7460532388144525,5.541161579175752,4.397973800003374,5.496438450875895,6.311754772655999,5.695111658208569,7.390280188781544,5.731848253507693,7.134181436643996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.64253809176173,5.124737489690832,6.492017082940343,0.8055826098894538,6.667731301579854,3.807328934313454,5.016617365773813,5.504449032819876,3.656769400195723,5.071197168846083,4.884111670552513,5.531795333361311,3.2609002961234452,5.569126640560436,6.307424261660195,5.830688216050278,7.170980710999927,5.509914513961879,6.754640229371404,2.613153269232515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.659672880644607,5.125058618162821,6.506238366481985,1.9724129689210737,6.649707086859616,4.042577471400249,4.835487941050313,5.331834344284635,4.172909255092743,5.022550689644185,5.0237028734889835,5.512626004699407,3.079015877690774,5.884422062177005,5.971488854836923,5.593282850446069,7.37076828062874,5.956981792083591,7.52184193603439,5.545923260039978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.723745326406965,4.921308511349652,6.49248828900171,0.7504722471785414,6.682499498481655,3.929941505930464,4.874433672915865,5.328249885356618,4.3191267702048135,4.955277610908436,4.454940143740512,5.38988874756476,4.445189209631483,7.247104088583039,6.6476274119127305,4.316914615784555,7.165512794812396,7.09539599725369,7.108678578900731,6.418289892337473,6.588977370323737,6.85697974527024,4.584967478670572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.7468756129592,5.160364786289546,6.519223981164586,0.7852704694354327,6.71261106214427,3.7654005836883573,4.835487941050313,5.384554694038629,3.5068778461309305,4.84772413082213,4.653198154998691,5.336720437830973,3.4341162284192914,7.1972294945856214,6.70628392974895,5.066246585833843,7.064785523167291,6.415419329463301,6.935320833889512,6.837154687233851,7.675030324355088,7.373599645474256,7.286191714702382,7.492369138077192,5.799016894015014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.834040417172679,5.602266411463693,6.6997059840401585,1.0413362208479275,6.6698229101944895,3.955120808330821,5.1226535974181635,5.573214306390248,3.522618236866483,5.594045730597395,4.909797867165994,5.422590407596498,3.8775764776937924,7.079253473942257,6.724369556164318,5.859086774522201,7.121625566181758,6.3305298474031755,6.657049094255039,6.586270960268561,7.441806488561225,7.721547174463526,7.783445658438279,7.404279118037268,5.895118831321303,6.215501699042204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.881103999514636,6.145701651771932,6.84500821888624,1.2801001647139238,6.875285804842027,4.758020020082297,4.835487941050313,5.9096008073615565,3.301119186249218,3.5352328139040283,5.000470473575158,5.534878498179592,4.435934632742506,7.195494099823698,6.6182742560554795,5.684446738349462,7.187011453042922,6.096531519686259,6.716989368781511,6.481316758476313,7.445043070702708,7.805677538667874,7.644038095528599,7.307879483154115,6.345910007594435,6.080367883213704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
